artist_names,rank,song_name,week
Future Featuring Drake,31,Used To This,2016-12-03
Rihanna,32,Needed Me,2016-12-03
Drake Featuring WizKid & Kyla,33,One Dance,2016-12-03
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",34,Do You Mind,2016-12-03
Jon Bellion,35,All Time Low,2016-12-03
21 Savage & Metro Boomin Featuring Future,36,X,2016-12-03
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",37,Sucker For Pain,2016-12-03
Desiigner,38,Tiimmy Turner,2016-12-03
Adele,39,Send My Love (To Your New Lover),2016-12-03
Tory Lanez,40,Luv,2016-12-03
John Legend,41,Love Me Now,2016-12-03
Desiigner,42,Panda,2016-12-03
Chance The Rapper Featuring Lil Wayne & 2 Chainz,43,No Problem,2016-12-03
Drake Featuring 21 Savage,44,Sneakin',2016-12-03
Young Thug And Travis Scott Featuring Quavo,45,Pick Up The Phone,2016-12-03
Machine Gun Kelly x Camila Cabello,46,Bad Things,2016-12-03
Shawn Mendes,47,Mercy,2016-12-03
Drake Featuring Rihanna,48,Too Good,2016-12-03
Charlie Puth Featuring Selena Gomez,49,We Don't Talk Anymore,2016-12-03
Rihanna,50,Love On The Brain,2016-12-03
Brett Young,51,Sleep Without You,2016-12-03
Cole Swindell,52,Middle Of A Memory,2016-12-03
Lil Yachty,53,1 Night,2016-12-03
Jason Aldean,54,A Little More Summertime,2016-12-03
PARTYNEXTDOOR Featuring Drake,55,Come And See Me,2016-12-03
Pentatonix,56,Hallelujah,2016-12-03
Lil Uzi Vert,57,You Was Right,2016-12-03
Kenny Chesney Featuring P!nk,58,Setting The World On Fire,2016-12-03
Leonard Cohen,59,Hallelujah,2016-12-03
Big Sean,60,Bounce Back,2016-12-03
Niall Horan,61,This Town,2016-12-03
Old Dominion,62,Song For Another Time,2016-12-03
DJ ESCO Featuring Future & Lil Uzi Vert,63,Too Much Sauce,2016-12-03
Brett Eldredge,64,Wanna Be That Song,2016-12-03
21 Savage & Metro Boomin,65,No Heart,2016-12-03
Kanye West,66,Fade,2016-12-03
Andy Grammer,67,Fresh Eyes,2016-12-03
The Chainsmokers Featuring Phoebe Ryan,68,All We Know,2016-12-03
Childish Gambino,69,Me And Your Mama,2016-12-03
Little Big Town,70,Better Man,2016-12-03
Carrie Underwood,71,Dirty Laundry,2016-12-03
Rae Sremmurd,72,Look Alive,2016-12-03
Luke Bryan,73,Move,2016-12-03
Calvin Harris,74,My Way,2016-12-03
James Arthur,75,Say You Won't Let Go,2016-12-03
Migos Featuring Lil Uzi Vert,76,Bad And Boujee,2016-12-03
A Tribe Called Quest,77,We The People....,2016-12-03
Fitz And The Tantrums,78,HandClap,2016-12-03
Zara Larsson,79,Ain't My Fault,2016-12-03
Frenship & Emily Warren,80,Capsize,2016-12-03
YFN Lucci Featuring Migos & Trouble,81,Key To The Streets,2016-12-03
Thomas Rhett,82,Star Of The Show,2016-12-03
Russ,83,What They Want,2016-12-03
Miranda Lambert,84,Vice,2016-12-03
Meek Mill Featuring Tory Lanez,85,Litty,2016-12-03
The Chainsmokers Featuring XYLO,86,Setting Fires,2016-12-03
PnB Rock,87,Selfish,2016-12-03
Tim McGraw,88,How I'll Always Be,2016-12-03
A Boogie Wit da Hoodie,89,My Sh*t,2016-12-03
Maren Morris,90,80s Mercedes,2016-12-03
Billy Currington,91,It Don't Hurt Like It Used To,2016-12-03
Rihanna,92,Sex With Me,2016-12-03
PIKOTARO,93,PPAP (Pen-Pineapple-Apple-Pen),2016-12-03
Adele,94,Water Under The Bridge,2016-12-03
Little Mix,95,Shout Out To My Ex,2016-12-03
Pitbull Featuring Flo Rida & LunchMoney Lewis,96,Greenlight,2016-12-03
Blake Shelton,97,A Guy With A Girl,2016-12-03
"DJ Drama Featuring Chris Brown, Skeme & Lyquin",98,Wishing,2016-12-03
Starley,99,Call On Me,2016-12-03
Travis Scott,100,Goosebumps,2016-12-03
Rae Sremmurd Featuring Gucci Mane,1,Black Beatles,2016-12-10
The Chainsmokers Featuring Halsey,2,Closer,2016-12-10
The Weeknd Featuring Daft Punk,3,Starboy,2016-12-10
Bruno Mars,4,24K Magic,2016-12-10
Zay Hilfigerrr & Zayion McCall,5,Juju On That Beat (TZ Anthem),2016-12-10
Ariana Grande Featuring Nicki Minaj,6,Side To Side,2016-12-10
twenty one pilots,7,Heathens,2016-12-10
DJ Snake Featuring Justin Bieber,8,Let Me Love You,2016-12-10
D.R.A.M. Featuring Lil Yachty,9,Broccoli,2016-12-10
Maroon 5 Featuring Kendrick Lamar,10,Don't Wanna Know,2016-12-10
Drake,11,Fake Love,2016-12-10
Amine,12,Caroline,2016-12-10
Hailee Steinfeld & Grey Featuring Zedd,13,Starving,2016-12-10
gnash Featuring Olivia O'Brien,14,I Hate U I Love U,2016-12-10
Alessia Cara,15,Scars To Your Beautiful,2016-12-10
Major Lazer Featuring Justin Bieber & MO,16,Cold Water,2016-12-10
Shawn Mendes,17,Treat You Better,2016-12-10
Sia Featuring Kendrick Lamar,18,The Greatest,2016-12-10
Justin Timberlake,19,Can't Stop The Feeling!,2016-12-10
X Ambassadors,20,Unsteady,2016-12-10
Sia Featuring Sean Paul,21,Cheap Thrills,2016-12-10
Young M.A,22,OOOUUU,2016-12-10
The Chainsmokers Featuring Daya,23,Don't Let Me Down,2016-12-10
Martin Garrix & Bebe Rexha,24,In The Name Of Love,2016-12-10
Keith Urban,25,Blue Ain't Your Color,2016-12-10
Calvin Harris Featuring Rihanna,26,This Is What You Came For,2016-12-10
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",27,Do You Mind,2016-12-10
Machine Gun Kelly x Camila Cabello,28,Bad Things,2016-12-10
Niall Horan,29,This Town,2016-12-10
Rob $tone Featuring J. Davi$ & Spooks,30,Chill Bill,2016-12-10
twenty one pilots,31,Ride,2016-12-10
Jon Bellion,32,All Time Low,2016-12-10
Florida Georgia Line Featuring Tim McGraw,33,May We All,2016-12-10
Rihanna,34,Love On The Brain,2016-12-10
Shawn Mendes,35,Mercy,2016-12-10
21 Savage & Metro Boomin Featuring Future,36,X,2016-12-10
Drake Featuring WizKid & Kyla,37,One Dance,2016-12-10
Rihanna,38,Needed Me,2016-12-10
The Weeknd,39,Party Monster,2016-12-10
Future Featuring Drake,40,Used To This,2016-12-10
Kiiara,41,Gold,2016-12-10
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",42,Sucker For Pain,2016-12-10
John Legend,43,Love Me Now,2016-12-10
Desiigner,44,Panda,2016-12-10
Desiigner,45,Tiimmy Turner,2016-12-10
Tory Lanez,46,Luv,2016-12-10
Brett Young,47,Sleep Without You,2016-12-10
The Weeknd Featuring Daft Punk,48,I Feel It Coming,2016-12-10
Young Thug And Travis Scott Featuring Quavo,49,Pick Up The Phone,2016-12-10
Drake Featuring 21 Savage,50,Sneakin',2016-12-10
Big Sean,51,Bounce Back,2016-12-10
Lil Uzi Vert,52,You Was Right,2016-12-10
John Mayer,53,Love On The Weekend,2016-12-10
Migos Featuring Lil Uzi Vert,54,Bad And Boujee,2016-12-10
Lil Yachty,55,1 Night,2016-12-10
PARTYNEXTDOOR Featuring Drake,56,Come And See Me,2016-12-10
Brett Eldredge,57,Wanna Be That Song,2016-12-10
Cole Swindell,58,Middle Of A Memory,2016-12-10
Andy Grammer,59,Fresh Eyes,2016-12-10
Old Dominion,60,Song For Another Time,2016-12-10
21 Savage & Metro Boomin,61,No Heart,2016-12-10
